"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
158426,,"DSM 105148, CGMCC 1.16398, SCSIO 08198",1,"Rubrobacter indicoceani",positive
14035,,"DSM 5868, ATCC 51242, DSM 46359, IAM 12072, JCM 2153, P-1",1,"Rubrobacter radiotolerans",positive
134093,LS-293,"ATCC BAA 406, BCRC 17173",1,"Rubrobacter taiwanensis",positive
14036,,"DSM 9941, IFO 16129, NBRC 16129, PRD-1",1,"Rubrobacter xylanophilus",positive
17624,KIS3-4,"DSM 22992, JCM 15422, KACC 12734",1,"Rudaea cellulosilytica",negative
22986,HOR6-4,"DSM 19560, KACC 12637",1,"Rudaeicoccus suwonensis",positive
133989,5GHs34-4,"KACC 15523, NBRC 108754",1,"Rudaibacter terrae",positive
3834,57155-11,"DSM 19387, KACC 12603",1,"Rudanella lutea",negative
24504,TW15,"DSM 29317, JCM 17315, KACC 15115",1,"Ruegeria conchae",negative
135100,,"CIP 108403, CECT 5091, 5OM10, LMG 29896",1,"Ruegeria denitrificans",negative
24502,HD-28,"DSM 28009, CCUG 58878, KCTC 23044",1,"Ruegeria faecimaris",negative
24503,MA1-6,"DSM 27839, CCUG 60744, KCTC 23463",1,"Ruegeria halocynthiae",variable
24505,CC-GIMAT-2,"DSM 23285, CCM 7758, CCUG 59209, DSM 104504, DSM 29341, LMG 25539",1,"Ruegeria intermedia",negative
159879,J95,"MCCC 1K03284, DSM 104293",1,"Albibacillus kandeliae",negative
13788,ZH17,"DSM 24837, CGMCC 1.9108, JCM 16262",1,"Ruegeria marina",negative
158547,ZGT118,"JCM 19519, ACCC 19862",1,"Ruegeria marisrubri",negative
158548,ZGT108,"JCM 19518, ACCC 19861",1,"Ruegeria profundi",negative
158531,MDT1-10-3,"CGMCC 1.9789, NBRC 109705",1,"Rufibacter glacialis",negative
133023,CAI-18b,"DSM 29854, NCAIM B.02614",1,"Rufibacter quisquiliarum",negative
133192,,"CCM 8646, LMG 29438",1,"Rufibacter ruber",negative
133402,CC-MHH0563,"BCRC 80918, JCM 31066",1,"Ruficoccus amylovorans",negative
133073,Ca6,"DSM 103039, ATCC TSD-59",1,"Rugosibacter aromaticivorans",negative
8048,"Delta1, ID 143706","DSM 45227, JCM 18304, NBRC 104874",1,"Rugosimonospora acidiphila",positive
8049,Delta3,"DSM 45228, JCM 18305, NBRC 104875",1,"Rugosimonospora africana",positive
2567,Cc,"DSM 1351, ATCC 15832, NCIMB 10669, JCM 1422, LMG 5589",1,"Ruminiclostridium cellobioparum",variable
2760,H10,"DSM 5812, ATCC 35319, JCM 6584",1,"Ruminiclostridium cellulolyticum",positive
2848,CDT-1,"DSM 19573, JCM 14807",1,"Ruminiclostridium sufflavum",negative
17686,18P13,"DSM 18848, JCM 17042",1,"Ruminococcus champanellensis",positive
17685,CCRI-16110,"DSM 19829, CCUG 54292, JCM 14987, NML 060141, CIP 109512",1,"Ruminococcus gauvreauii",positive
18132,KSC-SF6g,"DSM 25578, NBRC 104870, NRRL-B-51320",1,"Rummeliibacillus stabekisii",positive
3818,EMB13,"DSM 17976, KCTC 12614",1,"Runella defluvii",negative
133369,,"HMF3829, KCTC 42850, CECT 8978",1,"Runella palustris",negative
158542,J107-1,"KEMB 9005-549, KACC 19167, JCM 31921",1,"Rurimicrobium arvi",negative
132588,585-1,"DSM 100348, VKM B-2901",1,"Ruthenibacterium lactatiformans",negative
158549,HMF6543,"KCTC 52401, NBRC 112674",1,"Sabulilitoribacter arenilitoris",negative
133353,,"CAG32, NCIMB 15010, DSM 100909",1,"Saccharedens versatilis",negative
140934,WLJ055,"CGMCC 1.15276, KCTC 33693",1,"Saccharibacillus deserti",positive
133027,JM-1350,"DSM 103533, CCM 8702, LMG 29710",1,"Saccharibacillus endophyticus",positive
11668,HR1,"DSM 22868, CGMCC 1.6964, JCM 14865, KCTC 13182",1,"Saccharibacillus kuerlensis",positive
133208,,"H6, CCTCC AB 2016001, JCM 31172",1,"Saccharibacillus qingshengii",positive
11667,GR21,"DSM 19268, LMG 24085",1,"Saccharibacillus sacchari",variable
63,S-877,"DSM 15669, AJ 13480, JCM 12116",1,"Saccharibacter floricola",negative
23219,DS3030,"DSM 45685, KCTC 29069, NRRL-B 24885",1,"Saccharomonospora amisosensis",positive
158550,S265,"TBRC 7235, NBRC 112945",1,"Saccharomonospora colocasiae",positive
13436,15,"DSM 45390, CCTCC AA 209048, KCTC 19701, XMU 15",1,"Saccharomonospora marina",positive
158719,06168H-1,"BCRC 16893, KCTC 19743",1,"Saccharomonospora piscinae",positive
13435,,"DSM 45087, CCTCC AB 207003, KCTC 19234, YIM 90502",1,"Saccharomonospora saliphila",positive
133238,,"TRM 41495, CCTCC AA 2015038, KCTC 39727",1,"Saccharomonospora xiaoerkulensis",positive
470,2-40,"DSM 17024, ATCC 43961, CCUG 66513",1,"Saccharophagus degradans",negative
133357,,"CCTCC AA 2012014, JCM 30185, TRM 46074",1,"Saccharopolyspora aidingensis",positive
13467,"05-74, I05-00074","DSM 45119, CCM 7463, KCTC 19303",1,"Saccharopolyspora antimicrobica",positive
13465,"SPE 10-1","DSM 45019, CIP 109355",1,"Saccharopolyspora cebuensis",positive
158633,"SYSU D8010","KCTC 39989, CPCC 204620",1,"Saccharopolyspora deserti",positive
13473,,"DSM 45582, CCTCC AA 207006, KCTC 19243, YIM 60513",1,"Saccharopolyspora gloriosae",positive
13460,,"DSM 45007, KCTC 19162, YIM 90500",1,"Saccharopolyspora halophila",positive
13470,W12,"DSM 45556, CGMCC 4.3529, JCM 14613",0,"Saccharopolyspora kobensis",positive
159824,3SS5-12,"NBRC 112863, TBRC 7048",1,"Saccharopolyspora maritima",positive
13474,SR8.15,"DSM 45584, BCC 35844, NRRL B-24798, TISTR 1921",1,"Saccharopolyspora phatthalungensis",positive
13466,,"DSM 45088, KCTC 19235, YIM 91168",1,"Saccharopolyspora qijiaojingensis",positive
13471,,"DSM 45226, CCUG 56401, IMMIB L-1070, JCM 19121",1,"Saccharopolyspora rosea",positive
13469,"strain 88","DSM 45244, CGMCC 4.3530, JCM 14614",1,"Saccharopolyspora shandongensis",positive
140589,,"DSM 103218, NRRL B-65384, CMAA 1452",1,"Saccharopolyspora spongiae",positive
132513,T3,"DSM 46801, CGMCC 4.7206",1,"Saccharopolyspora subtropica",positive
13472,,"DSM 45269, CCTCC AA 208062, YIM 65359",1,"Saccharopolyspora tripterygii",positive
133634,,"KCTC 22684, KCCM 42930, NBRC 105825, IMCC 4453",1,"Saccharospirillum aestuarii",negative
159727,HK-33,"KCTC 62178, MCCC 1K03440",1,"Saccharospirillum mangrovi",negative
24542,YIM-Y25,"DSM 19800, KCTC 22169, CCTCC AA 207033",1,"Saccharospirillum salsuginis",negative
13485,"SA 233","DSM 44581, NRRL B-24137",1,"Saccharothrix algeriensis",positive
13487,Sa181,"DSM 45457, CCUG 60214",1,"Saccharothrix hoggarensis",positive
132669,MB27,"DSM 46885, CECT 9045",1,"Saccharothrix isguenensis",positive
24455,Sa152,"DSM 45456, CCUG 60213",1,"Saccharothrix saharensis",positive
13491,D409-5,"DSM 43911, ATCC 31203, IFO 14104, JCM 3273, KCC A-0273, NBRC 14104, NRRL B-16296",1,"Saccharothrix variisporea",positive
13490,"YU 692-1","DSM 45084, KCTC 19326, NBRC 102064",1,"Saccharothrix violaceirubra",positive
13486,,"DSM 44896, AS 4.1731, JCM 12329, PYX-6",1,"Saccharothrix xinjiangensis",positive
131262,F028-2,"DSM 102235, JCM 17627, KCTC 23543",1,"Sagittula marina",negative
13789,"E 37","DSM 11524, ATCC 700073",1,"Sagittula stellata",negative
1680,Se-3111,"DSM 13521, JCM 13524, NBRC 104395, NRRL B-24118",1,"Salana multivorans",positive
5643,,"DSM 23515, KCTC 12560, KMM 7019, LMG 23205",1,"Salegentibacter agarivorans",negative
5640,"Fg 69","DSM 17794, CIP 107843, KMM 6000",1,"Salegentibacter flavus",negative
5641,,"DSM 23405, KMM 3524, LMG 21968, NBRC 100249",1,"Salegentibacter holothuriorum",negative
5644,ISL-6,"DSM 23401, CCUG 54355, KCTC 12974",1,"Salegentibacter salarius",negative
5645,ISL-4,"DSM 23400, CCUG 54354, KCTC 12975",1,"Salegentibacter salinarum",negative
159784,K5023,"KCTC 52477, MCCC 1H00173",1,"Salegentibacter sediminis",negative
140592,JZ3C34,"KCTC 52047, MCCC 1K02288",1,"Salibacter halophilus",negative
1298,,"DSM 21373, LMG 24571, MSS 4",1,"Salibacterium halochares",positive
158766,GSS13,"KCTC 33792, MCCC 1K00567",1,"Salibacterium lacus",positive
159796,SMB4,"MTCC 12633, KCTC 33876, JCM 32187",1,"Salibacterium nitratireducens",positive
1276,CM1,"DSM 21621, CGMCC 1.6134, JCM 14087",1,"Salibacterium qingdaonense",positive
134190,7Sm5,"CECT 7107, CIP 108835",1,"Salicola marasensis",negative
132562,J11Y309,"DSM 46875, CGMCC 4.7242, LMG 29297",1,"Salilacibacter albus",positive
22968,Zn2,"DSM 24770, JCM 17796",1,"Salimesophilobacter vulgaris",positive
1551,ISL-25,"DSM 23127, CCUG 56755, KCTC 13260",1,"Salimicrobium flavidum",variable
134252,BY-5,"KCTC 3989, CIP 108918",1,"Salimicrobium luteum",positive
11266,CXB832,"DSM 45442, LMG 25567",1,"Salinactinospora qingdaonensis",positive
140648,MC-74,"JCM 19597, KCTC 4262",1,"Salinarchaeum chitinilyticum",negative
1830,SL014B-41A4,"DSM 22962, CGMCC 1.9161",1,"Salinarimonas ramus",negative
1829,"YIM YD3","DSM 21201, CCTCC AA 208038, KCTC 22346",1,"Salinarimonas rosea",negative
134051,J4,"CGMCC 1.12331, JCM 18732",1,"Salinibacillus xinjiangensis",positive
133715,,"IBRC-M 10036, CGMCC 1.11003, CB 7",1,"Salinivenus iranica",negative
133716,DGO,"IBRC-M 10423, CGMCC 1.11002",1,"Salinivenus lutea",negative
7489,0543,"DSM 22272, CGMCC 1.5381, JCM 13926",1,"Salinibacterium xinjiangense",positive
14437,YIM-Y21,"DSM 19776, CCTCC AA 207024, KCTC 13192",1,"Salinicoccus albus",positive
133151,,"JC304, KCTC 33661, LMG 28757",1,"Salinicoccus amylolyticus",positive
14438,Crm,"DSM 23852, JCM 15796, KCTC 13301",1,"Salinicoccus carnicancri",positive
14435,W24,"DSM 19336, CGMCC 1.6501",1,"Salinicoccus halodurans",positive
14434,QW6,"DSM 18903, CCM 7448, JCM 19027, CCUG 56052",1,"Salinicoccus iranensis",positive
14430,S2R53-5,"DSM 22324, KCTC 13030, LMG 23640",1,"Salinicoccus jeotgali",positive
14433,"YIM Y15","DSM 17847, CGMCC 1.6302",1,"Salinicoccus kunmingensis",positive
14431,,"DSM 17002, CGMCC 1.6511, JCM 19028, KCTC 3941, YIM 70202",1,"Salinicoccus luteus",positive
23290,ZXM223,"DSM 27102, CGMCC 1.8895, LMG 24855",1,"Salinicoccus qingdaonensis",positive
14432,PN1-2,"DSM 21576, JCM 12822, PCU 242, TISTR 1562",1,"Salinicoccus siamensis",positive
132891,CG4.1,"DSM 14325, CECT 5903, LMG 23626",1,"Salinicola halophilus",negative
140936,MSSRFH1,"KCTC 32998, NBRC 110222",1,"Salinicola rhizosphaerae",negative
6080,M27,"DSM 18044, CIP 109895, KCTC 12664",1,"Salinicola salarius",negative
140612,F01,"KCTC 42855, CCTCC AB 2015304",1,"Salinicola tamaricis",negative
24451,H53,"DSM 45606, CCUG 63370, CECT 8304",1,"Salinifilum ghardaiensis",positive
141050,Miq-12,"IBRCM 11033, LMG 28390",1,"Salinifilum proteinilyticum",positive
140643,YJ-50-S2,"JCM 30033, CGMCC 1.12572",1,"Salinigranum salinum",negative
24516,ISL-46,"DSM 27842, CCUG 56758, KCTC 22485",1,"Salinihabitans flavidus",negative
5733,HY1,"DSM 23553, CGMCC 1.6101, JCM 14015",1,"Salinimicrobium catena",negative
140792,X7,"KCTC 42585, MCCC 1H00115",1,"Salinimicrobium flavum",negative
133731,BB-My20,"KCTC 23579, CCUG 60898, KCTC 23579T",1,"Salinimicrobium gaetbulicola",negative
133600,,"KCTC 12719, LMG 25395, KMM 6270",1,"Salinimicrobium marinum",negative
156750,,"CCUG 64794, KCTC 32163",1,"Salinimicrobium soli",negative
5735,YIM-C338,"DSM 17865, CGMCC 1.6308",1,"Salinimicrobium terrae",negative
5734,BH206,"DSM 19287, KCTC 12883",1,"Salinimicrobium xinjiangense",negative
471,BH030046,"DSM 16280, KCTC 12239",1,"Salinimonas chungwhensis",negative
159822,N102,"MCCC 1K03497, KCTC 62440.",1,"Salinimonas sediminis",negative
132265,,"DSM 103380, CCTCC AA 2013002, KACC 17683, NRRL B-24926, TRM 49201",0,"Salininema proteolyticum",positive
133719,AM11-6,"NBRC 101268, NCIMB 14607",1,"Salinirepens amamiensis",negative
158814,ZS-35-S2,"CGMCC 1.12551, JCM 30036",1,"Salinirubellus salinus",negative
158649,,"MCCC 1K03246, KCTC 52640, CCMM 005",1,"Salinisphaera aquimarina",negative
17787,CL-ES53,"DSM 19549, KCCM 90064",1,"Salinisphaera dokdonensis",negative
17789,,"DSM 24264, CCTCC AB 2011132, JCM 17431, YIM 95161",1,"Salinisphaera halophila",negative
17788,,"DSM 21483, JCM 15514, EPR 70",1,"Salinisphaera hydrothermalis",negative
133949,YTM-1,"JCM 18087, CECT 8012",1,"Salinisphaera japonica",negative
133667,MK-B5,"KCTC 23198, JCM 17073",1,"Salinisphaera orenii",negative
8027,,"DSM 44819, ATCC BAA 917, CIP 108942, JCM 13856, CNH 643",1,"Salinispora arenicola",positive
8026,,"DSM 44818, ATCC BAA 916, CIP 108943, JCM 13857, CNB 440",1,"Salinispora tropica",positive
17245,AF-2004,"DSM 19052, CIP 109598",1,"Salinivibrio proteolyticus",negative
17246,ND1-1,"DSM 26187, JCM 14472, PCU 301, TISTR 1810",1,"Salinivibrio siamensis",negative
140600,YCWB25,"MCCC 1K00272, LMG 25394",1,"Salinovum rubellum",negative
1120,"AC 13","DSM 8721, ATCC 700163, PN 105",1,"Salipaludibacillus agaradhaerens",positive
140829,S9,"KCTC 33633, LMG 28644",1,"Salipaludibacillus aurantiacus",positive
159861,GASy1,"IBRC M 10902, LMG 28385",1,"Salipaludibacillus halalkaliphilus",positive
1293,,"DSM 19794, CCTCC AB 207161, KCTC 13187, JSM 071004",1,"Salipaludibacillus neizhouensis",positive
141051,,"KCTC 4228T, CGMCC 1.15824, DSM 101065, KCTC 4228, YIM 93745",1,"Saliphagus infecundisoli",negative
23230,,"DSM 26914, JCM 13377, KCTC 12554, HTCC 2601",1,"Pelagibaca bermudensis",negative
13660,,"DSM 26424, CCTCC AB 209064, CK-I3-6, LMG 25230, MCCC 1A03060",1,"Salipiger marinus",negative
13790,A3,"DSM 16094, CECT 5855, LMG 22090",1,"Salipiger mucosus",negative
1546,,"DSM 19612, CIP 108577, LMG 22839",1,"Salirhabdus euzebyi",positive
158295,BH128,"DSM 19924, KACC 18690, NBRC 111874",1,"Salirhabdus salicampi",positive
17797,S4-4,"DSM 21114, CECT 7354",1,"Salisaeta longa",negative
1571,halo-2,"DSM 26530, CGMCC 1.7654, NBRC 104935",1,"Salisediminibacterium halotolerans",positive
23765,,"DSM 27696, IBRC-M 10629, KCTC 13827, X4B",1,"Saliterribacillus persicus",positive
23763,halo-1,"DSM 28389, CGMCC 1.7653, NBRC 104934",1,"Salsuginibacillus halophilus",positive
1548,CH9d,"DSM 18087, CCM 7365, CECT 7154, CGMCC 1.6287",1,"Salsuginibacillus kocurii",positive
158551,LSN-49,"BCRC 81005, LMG 29726, KCTC 52439",1,"Salsuginimonas clara",negative
17885,NOSO-4,"DSM 53668, NCCB 100362",1,"Sandaracinus amylolyticus",negative
158620,TH057,"CGMCC 1.15803, LMG 30294",1,"Sandarakinorhabdus cyanobacteriorum",negative
14167,so42,"DSM 17366, CECT 7086",1,"Sandarakinorhabdus limnophila",negative
14042,,"DSM 18966, JCM 14623, KCTC 13143, Kopri 21702",1,"Sanguibacter antarcticus",positive
133099,ISLP-3,"DSM 100501, ATCC TSD-17, JCM 30887",1,"Sanguibacter gelidistatuariae",positive
158825,RKSG058,"TSD-72, LMG 29871",1,"Sansalvadorimonas verongulae",negative
140375,,"DSM 29762, CIP 110873, MOLA 117",1,"Saonia flava",negative
1765,"C1A-55, C1A_55","DSM 22547, CCUG 58090, KCTC 15141",1,"Scardovia wiggsiae",positive
180,,"DSM 15536, CCUG 41706, CIP 106351, IFR M2289/98/2",1,"Schaalia canis",positive
181,"Hudd B9912678","DSM 15537, CCUG 42773, CIP 106713, KCTC 15233",1,"Schaalia funkei",positive
162,"D145A-07, VPI D145A-07","DSM 6843, ATCC 49285, CCUG 32935",1,"Schaalia georgiae",positive
161,"PIP 2477B","CCUG 21024, LMG 16161, DSM 20733, ATCC 35568, CIP 103148, VPI 8617",1,"Schaalia meyeri",positive
182,,"DSM 15538, CCUG 39276, CIP 106779, SVA 489II",1,"Schaalia suimastitidis",positive
185,,"DSM 15804, CCUG 46091, CIP 107423",1,"Schaalia vaccimaxillae",positive
13510,,"DSM 45152, CCTCC AA 208009, KCTC 19433, SCSIO 00231",1,"Sciscionella marina",positive
133011,ZQ18-1,"DSM 28236, CICC 10824",1,"Scopulibacillus daqui",positive
132448,MO-SEDI,"DSM 24004, JCM 17293",1,"Sedimentibacter acidaminivorans",negative
140623,KHS03,"KCTC 42412, JCM 31160",1,"Sedimentitalea todarodis",negative
1556,NHBX-5,"DSM 19340, CGMCC 1.6502, CIP 110033",1,"Sediminibacillus albus",positive
1555,EN8d,"DSM 18088, CCM 7364, CECT 7148, CGMCC 1.6199",1,"Sediminibacillus halophilus",positive
134215,MAOS-86,"NBRC 101622, CIP 109285",1,"Sediminibacter furfurosus",negative
133194,,"AA5, KACC 18509, JCM 31013",1,"Sediminibacterium aquarii",negative
24737,,"DSM 22335, JCM 15794, KCTC 12833, DCY 13",1,"Sediminibacterium ginsengisoli",negative
158552,SYL130,"KCTC 52860, CCTCC AB 2017082",1,"Sediminibacterium roseum",negative
24736,NJ-44,"DSM 27476, CGMCC 1.6845, NBRC 103935",1,"Sediminibacterium salmoneum",negative
134172,,"NBRC 100966, LMG 23246, CNI 3",1,"Sediminicola luteus",negative
13849,"YIM B024","DSM 21189, CCTCC AA 208033, KCTC 22349",1,"Sediminimonas qiaohouensis",negative
131161,Mok-1-85,"DSM 28229, CIP 109411, KCTC 12970, NBRC 101625",1,"Sediminitomix flava",negative
140907,F23,"JCM 19771, CGMCC 1.12785, MCCC 1A09945",1,"Sediminivirga luteola",positive
133588,6424S-61,"KACC 14119, NBRC 106135",1,"Segetibacter aerophilus",negative
17760,GS664,"DSM 18137, KCTC 12655, Gsoil 664",1,"Segetibacter koreensis",negative
23885,S4,"DSM 24984, ATCC BAA 2290",1,"Seleniivibrio woodruffii",negative
17166,WG,"DSM 23594, CGMCC 1.5073, JCM 15470",1,"Selenomonas bovis",negative
132393,,"DSM 103502, BR 72, KCTC 15479",1,"Sellimonas intestinalis",positive
24517,SD-15,"DSM 28224, CCUG 55328, KCTC 22175",1,"Seohaeicola saemankumensis",negative
140808,NF48,"MCCC 1K01157, KCTC 42650",1,"Seohaeicola zhoushanensis",negative
141085,Gy8,"KCTC 42396, CICC 23816",1,"Seonamhaeicola algicola",negative
158553,B011,"MCCC 1H00146, NBRC 112333",1,"Seonamhaeicola marinus",negative
1681,Kis4-28,"DSM 21801, NBRC 104924",1,"Serinibacter salmoneus",positive
6283,JC1078,"DSM 15273, IMSNU 14026, KCTC 9980, CCUG 51944, JCM 13024",1,"Serinicoccus marinus",positive
6284,"0714S6-1, MCCC 1A05965","DSM 21363, CGMCC 4.5582, NBRC 110789",1,"Serinicoccus profundi",positive
132680,3b,"DSM 100013, JCM 30645",1,"Serpentinicella alkaliphila",positive
132370,2015-2462-01,"DSM 100980, CCM 8626, LMG 29119",1,"Serratia aquatilis",negative
5168,DZ0503SBS1,"DSM 21420, CGMCC 1.6853, DSM 22964, KCTC 22130",1,"Serratia nematodiphila",negative
140703,J11-6,"ACCC 19934, KCTC 52529",1,"Serratia oryzae",negative
5166,,"DSM 16952, CCUG 50595, LMG 22860, NIVA NiVa51",1,"Serratia ureilytica",negative
5376,ST18,"DSM 18934, JCM 14210, KCTC 15217, CCUG 58059",1,"Sharpea azabuensis",positive
14076,c941,"DSM 17171, JCM 13041",1,"Shewanella abyssi",negative
134072,,"KACC 16187, JCM 17801, SC 18",1,"Shewanella aestuarii",negative
132976,ST-6,"DSM 23803, JCM 31091, KCTC 23253",1,"Shewanella algicola",negative
134224,S13,"LMG 23746, NBRC 102032",1,"Shewanella algidipiscicola",negative
134099,SW-120,"KCCM 41821, JCM 12193",1,"Shewanella aquimarina",negative
133709,"IR 12","KCTC 23109, JCM 16723",1,"Shewanella frigidimarina",negative
14081,HAW-EB5,"CIP 109519, DSM 18400, CCUG 54554, NCIMB 14239",1,"Shewanella atlantica",negative
134352,J83,"KCTC 22121, JCM 14937",1,"Shewanella basaltis",negative
14080,HAW-EB2,"DSM 18399, CCUG 54553, NCIMB 14238, CIP 109520",1,"Shewanella canadensis",negative
158312,08MAS2251,"DSM 104682, CGMCC 1.16033",1,"Shewanella carassii",negative
133524,JC5,"CCUG 57101, NBRC 105217, KCC 22540, KCTC 22540",1,"Shewanella chilikensis",negative
14082,,"DSM 16474, ATCC BAA 642, CIP 107703, KMM 3587",0,"Shewanella colwelliana",negative
14085,"F5, fav-2-10-05","DSM 21332, CIP 110229, LMG 24563",1,"Shewanella corallii",negative
23252,UDC329,"DSM 23626, KCTC 22898, CCUG 58667",0,"Shewanella dokdonensis",negative
134204,LT17,"KCC10635BP, JCM 12524",1,"Shewanella donghaensis",negative
133575,JC15,"CCUG 57102, NBRC 105216, KCTC 22506",1,"Shewanella fodinae",negative
14073,TF-27,"DSM 16422, JCM 11814, KCCM 41648",1,"Shewanella gaetbuli",negative
141062,RZB5-4,"JCM 30804, KCTC 42663, MCCC 1K00697",1,"Shewanella gelidii",negative
134225,T147,"LMG 23744, NBRC 102030",1,"Shewanella glacialipiscicola",negative
134162,P010,"ATCC BAA 1207, NBRC 100975",1,"Shewanella hafniensis",negative
14078,"A22-B3, HAW-EB4","DSM 17350, CIP 109778, NCIMB 14093",1,"Shewanella halifaxensis",negative
134289,DW01,"KCTC 12896, JCM 14758",1,"Shewanella algae",negative
140484,XMDDZSB0408,"KCTC 52125, MCCC 1A01895",1,"Shewanella intestini",negative
133273,,"KX27, KCTC 42807, CGMCC 1.15339",1,"Shewanella inventionis",negative
14075,c931,"DSM 17170, JCM 11836",1,"Shewanella kaireitica",negative
159740,MMS16-UL482,"KCTC 62129, JCM 32306",1,"Shewanella litoralis",negative
14079,PV4,"DSM 17748, ATCC BAA 1088, CIP 109777",1,"Shewanella loihica",negative
133464,C4,"KCTC 22185, JCM 15074",1,"Shewanella marina",negative
134098,SW-117,"KCCM 41822, JCM 12192",1,"Shewanella marisflavi",negative
134163,U1417,"ATCC BAA 1205, NBRC 100978",1,"Shewanella morhuae",negative
14070,RIOSW1,"DSM 15445, DSM 16475, KMM 3597",1,"Shewanella pacifica",negative
134207,WP3,"JCM 13877, CGMCC 1.6160",1,"Shewanella piezotolerans",negative
134152,SCRC-2738,"JCM 13187, NCIMB 14060",1,"Shewanella pneumatophori",negative
14072,LT13a,"DSM 15900, JCM 12080",1,"Shewanella profunda",negative
134206,WP2,"JCM 13876, CGMCC 1.6159",1,"Shewanella psychrophila",negative
159741,MMS16-UL250,"KCTC 62131, JCM 32304",1,"Shewanella saliphila",negative
14074,"A010-1, HAW-EB3","DSM 17055, CIP 109531, NCIMB 14036",1,"Shewanella sediminis",negative
14077,c959,"DSM 17177, JCM 11835",1,"Shewanella surugensis",negative
159742,MMS16-UL253,"KCTC 62130, JCM 32305",1,"Shewanella ulleungensis",negative
133424,M7,"LMG 244245, CECT 7339",1,"Shewanella vesiculosa",negative
14084,S4,"DSM 22215, CCTCC M 209017, JCM 16212",1,"Shewanella xiamenensis",negative
132403,,"DSM 100673, JCM 30900, JAMH 043",1,"Shimia abyssi",negative
134055,CC-AMW-C,"JCM 18818, BCRC 80548",1,"Shimia biformata",negative
24508,WM35,"DSM 28453, JCM 18870, KACC 17212",1,"Shimia haliotis",negative
13830,SW6,"DSM 26433, BCRC 80085, LMG 25377",1,"Shimia isoporae",negative
23232,CL-TA03,"DSM 26895, JCM 13038, KCCM 42117",1,"Shimia marina",negative
5247,"007, 521","DSM 3038, LMG 24835, NCIMB 14534",1,"Shimwellia pseudoproteus",negative
133167,,"C3, KEMB 2255-446, JCM 31239",1,"Shinella curvata",negative
13906,DC-196,"DSM 21319, CCUG 55808, LMG 24714",1,"Shinella fusca",negative
13902,Ch06,"CCUG 56487, DSM 18401, JCM 13254, KCTC 12237",1,"Shinella granuli",negative
13904,,"DSM 19334, CCBAU 25048, JCM 14778, LMG 24136, CCUG 56777",1,"Shinella kummerowiae",negative
159722,AH-1,"KCTC 52677, CCTCC AB 2017242",1,"Shinella pollutisoli",negative
13905,MS-4,"DSM 18801, NBRC 102122",1,"Shinella yambaruensis",negative
4378,508/05,"DSM 18397, CCUG 54945, CIP 109627, LMG 23730",1,"Siccibacter turicensis",negative
158554,"SYSU D8009","CGMCC 1.15936, KCTC 62088",1,"Siccirubricoccus deserti",negative
140724,M23,"KCTC 52219, JCM 31889",1,"Silanimonas algicola",negative
23345,AK13,"DSM 24914, MTCC 11082",1,"Silanimonas mangrovi",negative
133213,KC90B,"DSM 103371, RCC 4681, KC90B",1,"Silicimonas algicola",negative
140357,MWH-Nonnen-W8red,"DSM 23856, CCUG 58639",1,"Silvanigrella aquatica",negative
10502,ir6-4,"DSM 24239, CGMCC 1.8860, KCTC 22514, NBRC 103189",0,"Silvimonas amylolytica",negative
10503,ir6-1,"DSM 24036, CGMCC 1.8859, KCTC 22513, NBRC 103188",1,"Silvimonas iriomotensis",negative
10501,KM-45,"DSM 18233, KCTC 12358, NBRC 100961",1,"Silvimonas terrae",negative
17906,SA1,"DSM 21679, BCRC 17597, JCM 13881",1,"Simiduia agarivorans",negative
17907,M2-5,"DSM 26448, KCTC 23293, NCAIM B 02424",1,"Simiduia areninigrae",negative
2999,"EMB 325","DSM 17964, KCTC 12608",1,"Simplicispira limi",negative
158734,CA-16,"KEMB 9005-529, KACC 19107, NBRC 112689",1,"Simplicispira soli",negative
159874,SC1-8,"KACC 19329, NBRC 113111",1,"Simplicispira suum",negative
159830,MCy10636,"DSM 106554, NCCB 100651",1,"Simulacricoccus ruber",negative
14409,,"DSM 17008, KCTC 3943, YIM 70212",1,"Sinobaca qinghaiensis",positive
130501,SCSWE24,"DSM 100316, CCTCC AB 209289, LMG 25705, MCCC 1F01088",1,"Sinobacterium caligoides",negative
24051,,"DSM 25598, CGMCC 1.12145, KCTC 23994, SCSIO 03483",1,"Sinomicrobium oceani",negative
134301,LC13,"IAM 15386, CCTCC AB 206018",1,"Sinomonas albida",positive
134300,LC10,"IAM 15385, CCTCC AB 206017",1,"Sinomonas echigonensis",positive
133423,CW108,"LMG 24447, KCTC 19388, CCTCC AB 207194",1,"Sinomonas flava",positive
7791,"CW 59","DSM 26463, CCTCC AB 207193, KCTC 19389",1,"Sinomonas soli",positive
17889,6014,"DSM 45181, BCC 55026, KCTC 19655, TBRC 2209",1,"Sinosporangium album",positive
5747,P2,"DSM 21668, NCAIM B 02328",1,"Siphonobacter aquaeclarae",negative
158820,HR-U,"KACC 19409, JCM 32267",1,"Siphonobacter curvatus",negative
13964,5416T-32,"DSM 18479, KACC 11604",1,"Skermanella aerolata",negative
133168,,"M1, KEMB 2255-458, JCM 31276",1,"Skermanella rosea",negative
