"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,Enzyme,"Enzyme activity"
10620,NP8-5,"DSM 45133, CIP 110031, KCTC 19360",1,"Jongsikchunia kroppenstedtii",urease,+
159825,,"JCM 31803, KACC 19096, LYH 11",1,"Kaistia algarum",urease,+
133806,B6-12,"KCTC 23766, JCM 18034",1,"Kaistia defluvii",urease,+
13564,Ko04,"DSM 23481, KCTC 12575, LMG 23410",1,"Kaistia granuli",urease,+
13566,5YN7-3,"DSM 21341, KACC 12910",1,"Kaistia terrae",urease,+
354,3925,"DSM 16618, CCUG 47000, LMG 5906, CIP 108214",1,"Kerstersia gyiorum",urease,-
140582,K08-0175,"DSM 103925, TBRC 6786, NBRC 112388",1,"Kibdelosporangium kanagawaense",urease,+
133307,"KC 266","KCTC 39719, CCTCC AA 2016002",1,"Kibdelosporangium metalli",urease,+
140583,K10-0543,"NBRC 112389, TBRC 6787, DSM 103926",1,"Kibdelosporangium rhizosphaerae",urease,+
140584,K12-0791,"DSM 103985, TBRC 6788, NBRC 112390",1,"Kibdelosporangium rhizovicinum",urease,+
140549,soj2014,"KCTC 42186, JCM 30386",1,"Kiloniella antarctica",urease,-
158283,,"DSM 102158, KCTC 39739, YIM 121940",1,"Kineococcus aureolus",urease,-
134344,KKD096,"TISTR 1856, NRRL B-24568, BCC 26245, NBRC 103943",1,"Kineococcus gynurae",urease,+
140890,L2-1-L1,"BCC 75409, NBRC 110933",1,"Kineococcus mangrovi",urease,-
158284,,"DSM 102155, KCTC 39738, YIM 121936",1,"Kineococcus terrestris",urease,-
6328,,"DSM 45271, CCTCC AA 208061, JCM 16902, YIM 65293",1,"Kineosporia mesophila",urease,+
133070,KNHs209,"DSM 100556, ATCC TSD-26",1,"Kineothrix alysoides",urease,-
140547,,"CSUR P957, CCUG 69806, SCH Sch538",1,"Kingella negevensis",urease,-
133650,LX3,"DSM 16265, JCM 12419, CCUG 57108, CIP 108642",0,"Klebsiella variicola",urease,+
23033,PB34,"DSM 45843, JCM 17785, KCTC 19880",1,"Klenkia soli",urease,+
24062,3-wff-81,"DSM 45962, CGMCC 1.12303, NBRC 109416",1,"Klenkia taihuensis",urease,+
23034,"PB 261","DSM 45844, JCM 17786, KCTC 19881",1,"Klenkia terrae",urease,+
140923,CM1E1,"HAMBI 3625, LMG 28671, CCBAU 101092",1,"Kocuria arsenatis",urease,+
7665,P30,"DSM 23883, JCM 15914, KCTC 19594, P30",1,"Kocuria atrinae",urease,+
7662,HO-9041,"DSM 22142, CCTCC AB 206106, KCTC 19306",1,"Kocuria flava",urease,+
7657,,"DSM 16420, KCTC 9943, KMM 3905, CCUG 51442",1,"Kocuria marina",urease,+
7666,104,"DSM 24776, JCM 16361, KACC 21128",1,"Kocuria salsicia",urease,+
133649,OT-1,"KCC8814P, NBRC 1000336",1,"Kordia algicida",urease,-
140820,,"KCTC 42872, MCCC 1A01772, LMG 29123, SC 2",1,"Kordia ulvae",urease,+
133812,101-1,"KACC 16184, JCM 17742",1,"Kordiimonas aestuarii",urease,+
140838,M41,"CGMCC 1.15304, JCM 30877",1,"Kordiimonas lipolytica",urease,-
12605,,"DSM 21481, CCTCC AA 208024, JCM 16551, CC 0387",1,"Krasilnikoviella flava",urease,-
133327,T6220-5-2b,"T6220-5-2b, JCM 28789, NCIMB 15040, DSM 111259",1,"Krasilnikoviella muralis",urease,-
11079,,"DSM 18824, JCM 14599, HKI 0478",1,"Kribbella aluminosa",urease,+
133358,SL15-1,"CGMCC 1.15906, KCTC 39825",1,"Kribbella deserti",urease,+
23163,,"DSM 23718, JCM 30548, NRRL B-24812, PIP 118",1,"Kribbella endophytica",urease,+
11073,,"DSM 17305, CIP 108509, HD9, JCM 12204, KACC 20266, NBRC 101070",1,"Kribbella jejuensis",urease,+
158430,NEAU-SW521,"DSM 105770, CGMCC 4.7465",1,"Kribbella monticola",urease,-
159725,EAod7,"CECT 9075, LMG 29858",1,"Kushneria endophytica",urease,-
140736,X49,"KACC 14623, JCM 16805",1,"Kushneria konosiri",urease,-
159726,EAod3,"CECT 9073, LMG 29856",1,"Kushneria phyllosphaerae",urease,-
13835,"mano 18","DSM 17023, KCTC 12288",1,"Roseibium marinum",urease,+
134210,Liujia-146,"BCRC 17578, LMG 23578",1,"Labrys neptuniae",urease,+
17411,"F 11","DSM 17916, LMG 23412",1,"Labrys portucalensis",urease,+
16741,"A 978","DSM 43356, ATCC 27375, CBS 701.70, CUB 618, IFO 13920, KCTC 9790, NBRC 13920, NCIB 10486, NCTC 10721, CCUG 7967, CBS 7001.70",1,"Laceyella sacchari",urease,+
140689,,"CCTC AB 2015040, NBRC 110772, YIM 79486, DSM 46882",0,"Laceyella thermophila",urease,+
132396,DLD10,"DSM 28816, JCM 30818",1,"Lachnotalea glycerini",urease,-
140675,,"KCTC 23619, CECT 7956, HME 7103",1,"Lacihabitans lacunae",urease,-
140924,Lxc1,"MCCC 1A01567, KCTC 42808",1,"Lacinutrix gracilariae",urease,-
159711,BS-W1,"BCRC 80970, NBRC 112377",1,"Levilactobacillus bambusae",urease,-
140356,MOZM2,"DSM 100239, CCM 8609, LMG 28780",1,"Limosilactobacillus caviae",urease,-
159887,NIBRBAC000499792,"KCTC 21093, JCM 32269",1,"Companilactobacillus metriopterae",urease,-
141153,MIMbqt9,"MCCC 1K01309, KCTC 42800",1,"Larkinella soli",urease,-
132991,ST307,"DSM 22428, CGMCC 1.8902",1,"Larsenimonas suaedae",urease,+
157758,3BBH22,"DSM 106493, JCM 32166, KCTC 15743",1,"Lawsonibacter asaccharolyticus",urease,-
158285,NEAU-A2,"DSM 104541, CGMCC 4.7405",1,"Lentzea rhizosphaerae",urease,-
1364,8-1,"DSM 18342, CGMCC 1.3702, CIP 109588",1,"Lentibacillus halodurans",urease,-
1362,PS11-2,"DSM 19123, CIP 109343, JCM 12149, PCU 240, PS11-2, TISTR 1549",1,"Lentibacillus halophilus",urease,-
1367,Grbi,"DSM 23924, JCM 15795, KCTC 13300",1,"Lentibacillus jeotgali",urease,-
1363,PN7-6,"DSM 19124, JCM 12580, PCU 259, PN7-6, TISTR 1551",1,"Lentibacillus kapialis",urease,+
1368,Amb31,"DSM 22530, CCM 7683, CECT 7524, LMG 25304",1,"Lentibacillus persicus",urease,-
1360,BH139,"DSM 16459, KCTC 3911",1,"Lentibacillus salarius",urease,-
1359,SF-20,"DSM 16425, CIP 107807, JCM 11462, KCCM 41560",1,"Lentibacillus salicampi",urease,-
1365,AHS-1,"DSM 21356, CCUG 54822, KCTC 13162",1,"Lentibacillus salinarum",urease,-
1366,BH113,"DSM 16817, KCTC 3936",1,"Lentibacillus salis",urease,-
140311,"SYSU K10001","DSM 103464, CGMCC 4.7367, KCTC 39804, NBRC 112394",1,"Lentzea cavernae",urease,+
13314,,"DSM 44909, CIP 109797, JCM 14913, LDDC 2876-05, NRRL B-24416",1,"Lentzea kentuckyensis",urease,+
158659,"NEAU-LZC 7","CCTCC AA 2017027, JCM 32384, DSM 105695",1,"Lentzea soli",urease,+
159642,"NEAU-LZS 42","DSM 105696, CGMCC 4.7428",1,"Lentzea terrae",urease,+
133450,YM3-301,"KCTC 221605, MBIC06275 5, NBRC 104141",1,"Leptobacterium flavescens",urease,+
132479,T14,"DSM 28968, JCM 30245",1,"Leucobacter holotrichiae",urease,-
158382,JW-1,"DSM 105188, LMG 30083",1,"Leucobacter triazinivorans",urease,-
159811,,"KACC 18010, NBRC 110382, IMCC 9719",1,"Leucothrix arctica",urease,-
133611,KP1-19,"LMG 24869, NBRC 105857, CIP 109929",1,"Limnobacter litoralis",urease,+
159817,FSX-11,"JCM 32715, MCCC 1K03503",1,"Litorivita pollutaquae",urease,+
132517,CB-286315,"DSM 29007, CECT 8660",1,"Longimicrobium terrae",urease,-
158778,X5,"CGMCC 4.7317, NBRC 112237",1,"Longivirga aurantiaca",urease,+
158749,R-43280,"LMG 26267, NCPPB 4481, CFCC 10822",1,"Lonsdalea britannica",urease,-
158750,R-44166,"LMG 26264, NCPPB 4490, CFCC 10824",1,"Lonsdalea iberica",urease,-
23013,NY060,"DSM 25466, NCAIM B 02483, CFCC 13125, LMG 27349",1,"Lonsdalea populi",urease,-
141071,26-35,"KCTC 42824, CCTCC AB 2014326",1,"Luteimonas arsenica",urease,-
24675,HB2,"DSM 26429, CICC 11005s",1,"Luteimonas huabeiensis",urease,+
133519,MN07-A0370,"NBRC 105296, VTCC D9-09",1,"Luteipulveratus mongoliensis",urease,+
140275,HEG_-6_39,"DSM 100886, KCTC 52215",1,"Luteitalea pratensis",urease,-
140773,CB-286403,"CECT 8659, DSM 28998",1,"Luteolibacter gellanilyticus",urease,-
133312,Y2A20,"CGMCC 1.15760, KCTC 33825",1,"Lysinibacillus alkalisoli",urease,+
23760,FSt3A,"DSM 25560, CCM 8383, CIP 110362, CCUG 62186",1,"Lysinibacillus contaminans",urease,+
23756,4400831,"DSM 27596, CCUG 49529, CIP 108446, KCTC 13178",1,"Ureibacillus massiliensis",urease,+
1539,BAM-582,"DSM 25242, KCTC 13154, NBRC 103144",1,"Lysinibacillus parviboronicapiens",urease,+
141007,HT7-17,"NBRC 112286, TBRC 7037",1,"Demequina sediminis",urease,-
140892,S2-C,"KACC 18502, JCM 31130",1,"Lysobacter aestuarii",urease,-
133170,,"RS-LYSO-3, CCIC 23922, JCM 31042",1,"Lysobacter erysipheiresistens",urease,-
158751,D-14,"KEMB 9005-572, KACC 19173, JCM 31917",1,"Lysobacter olei",urease,-
157768,AM20-91,"DSM 104734, LMG 30011",0,"Lysobacter silvestris",urease,-
133084,"KM 45013","DSM 101690, CCOS 969, CCUG 68920, CIP 111363",1,"Macrococcus canis",urease,-
2097,LA31B,"CCUG 53805, DSM 18005, ATCC BAA 1022, CIP 108450",1,"Arcobacter halophilus",urease,-
140470,MP23,"KCTC 42580, DSM 100250",1,"Mangrovibacter phragmitis",urease,-
159731,5T4P-12-1,"KCTC 62053, CGMCC 1.16279",1,"Mangrovicella endophytica",urease,+
159777,T1lg56,"CCTCC AB 2016238, KCTC 52623",1,"Mangrovicoccus ximenensis",urease,+
140578,S3Cf-2,"DSM 100693, CGMCC 4.7299",1,"Mangrovihabitans endophyticus",urease,-
133912,LYYY01,"CGMCC 1.12280, LMG 27142",1,"Mangrovimonas yunxiaonensis",urease,+
158538,M11-4,"MCCC 1K03312, JCM 32104",1,"Mangrovitalea sediminis",urease,-
159839,SDRB-Phe2,"JCM 32373, KCTC 62273, DSM 106042",1,"Maribacter litoralis",urease,-
140859,KJ4,"KACC 16438, JCM 31154",1,"Maribacter lutimaris",urease,-
159865,HMF3635,"KCTC 52399, NBRC 112671",1,"Maribacter maritimus",urease,-
140774,CBA3204,"KACC 17671, JCM 19533",1,"Maribacter pelagius",urease,-
23234,B5-6,"DSM 26893, JCM 14009, KCCM 42336",1,"Maribius pelagius",urease,+
23235,CL-SP27,"DSM 26892, JCM 13037, KCCM 42113",1,"Maribius salinus",urease,+
133321,,"CAU 1311, KCTC 52189, NBRC 111988, DSM 108276",1,"Marimonas arenosa",urease,-
11263,,"DSM 45154, CCTCC AA 208041, JCM 16903, SCSIO 00652",1,"Marinactinospora thermotolerans",urease,+
159708,F2,"KCTC 42953, MCCC 1H00149",1,"Marinicella sediminis",urease,-
158395,KSS164-79,"DSM 104943, CCM 8749, CIP 111345, LMG 30062",1,"Marinicrinis lubricantis",urease,-
140620,NC2-42,"KCTC 33676, MCCC 1K01238",1,"Marinicrinis sediminis",urease,-
133197,,"FB208, KCTC 42591, MCCC 1H00113",1,"Marinifilum albidiflavum",urease,-
158685,,"KCCM 43216, JCM 31588, MEBiC 09412",1,"Marinirhabdus citrea",urease,+
132988,NH83,"DSM 101478, CGMCC 1.15462",1,"Marinirhabdus gelatinilytica",urease,-
493,HP15,"DSM 23420, CIP 110141",1,"Marinobacter adhaerens",urease,-
482,DG893,"DSM 16394, CIP 109780, NCIMB 14009",1,"Marinobacter algicola",urease,+
140701,M6-53,"CECT 9228, LMG 30006",1,"Marinobacter aquaticus",urease,-
159844,T17,"KCTC 52710, MCCC 1K03282",1,"Marinobacter bohaiensis",urease,+
480,114-50-11,"DSM 15401, KMM 3840",1,"Marinobacter bryozoorum",urease,-
483,SW-156,"DSM 16072",1,"Marinobacter daepoensis",urease,-
481,SW145,"DSM 16070",1,"Marinobacter flavimaris",urease,-
133354,,"CP12, KACC 18381, NBRC 110910",1,"Marinobacter halotolerans",urease,+
473,,"DSM 8798, ATCC 49840",1,"Marinobacter nauticus",urease,-
486,CK47,"DSM 16561, JCM 12521, MTCC 6519",1,"Marinobacter maritimus",urease,+
492,,"DSM 22359, CECT 7499, SET Set74",1,"Marinobacter oulmenensis",urease,-
158675,,"KCTC 52545, MCCC 1H00176, HJR 7",1,"Marinobacter salexigens",urease,+
133343,,"Hb8, KCTC 52255, JCM 31416",1,"Marinobacter salinus",urease,-
491,NKSG1,"DSM 21262",1,"Marinobacter santoriniensis",urease,+
479,"R 65","DSM 15400, KMM 3657",1,"Marinobacter sediminum",urease,-
133506,NTU-104,"BCRC 17809, CGMCC 1.7011, JCM 15751",1,"Marinobacter szutsaonensis",urease,+
461,,"DSM 23545, KCTC 12756, LMG 23872, CCUG 54309, IMCC 1877",1,"Marinobacterium litorale",urease,+
140895,,"KCCM 43095, JCM 30410, PAMC 27536",1,"Marinobacterium profundum",urease,-
158676,"Yeongu 1-4","KEMB 9005-327, MCCC1 K00609",1,"Marinomonas algicida",urease,+
140861,SMJ19,"CECT 8886, KCTC 42958",1,"Marinomonas spartinae",urease,+
133443,B142,"CCTCC AB 208225, LMG 24627, MCCC 1A01235",1,"Marispirillum indicum",urease,+
130632,,"DSM 100037, KCCM 42376, NBRC 102057, HTCC 2654",1,"Maritimibacter alkaliphilus",urease,+
158611,HSLHS2,"KCTC 52588, MCCC 1A06712",1,"Marivivens niveibacter",urease,-
158677,8BXZ-J1,"KCTC 39789, CGMCC 1.16067",1,"Marmoricola endophyticus",urease,-
132514,,"DSM 22772, KACC 14267, Gsoil 097",1,"Marmoricola ginsengisoli",urease,-
132515,,"DSM 22773, KACC 14275, Gsoil 818",1,"Marmoricola pocheonensis",urease,-
158712,S20-100,"LMG 30008, DSM 104694",1,"Marmoricola silvestris",urease,-
531,MACL11,"DSM 17316, CECT 5861, LMG 22193",1,"Martelella mediterranea",urease,+
11331,5516S-11,"DSM 19289, KACC 12505",1,"Massilia aerilata",urease,+
11325,45,"CCUG 52214, DSM 17472, CCTCC AB 204071, KCTC 12343",1,"Massilia albidiflava",urease,+
11324,,"DSM 17462, CCTCC AA 204003, KCTC 12194, YIM 31775, CCUG 50882",1,"Massilia alkalitolerans",urease,+
11330,byr23-80,"DSM 18925, ATCC BAA 1465, CCM 8559",1,"Massilia brevitalea",urease,+
158678,A9,"DSM 103547, CGMCC 1.15931, KCTC 52429",1,"Massilia buxea",urease,+
11328,16,"DSM 17513, CCTCC AB 204070, KCTC 12342, CCUG 52213",1,"Massilia dura",urease,+
140777,B448-2,"JCM 30271, CGMCC 1.12920",1,"Massilia glaciei",urease,-
133930,D5,"CGMCC 1.10822, KCTC 23880",1,"Massilia lurida",urease,+
140695,12-OD1,"CCTCC AB 2016251, LMG 29956, KCTC 52513",1,"Massilia phosphatilytica",urease,-
140511,T33,"KACC 18748, KEMB 9005-368, JCM 31316",1,"Massilia pinisoli",urease,-
11327,76,"DSM 17505, CCTCC AB 204072, KCTC 12344",1,"Massilia plicata",urease,+
133173,,"B1555-1, CGMCC 1.15196, JCM 30813",1,"Massilia psychrophila",urease,-
141141,6NM-7,"DSM 27523, KCTC 42761",1,"Massilia putida",urease,-
140531,,"KCTC 15482, JCM 30748, BR 31",1,"Merdimonas faecis",urease,-
140348,15-S14-6,"DSM 102814, CGMCC 1.16020, KCCM 43197, NCAIM B.02633",1,"Mesonia maritima",urease,-
159849,6GN-30,"ACCC 60073, KCTC 62410",1,"Mesorhizobium ephedrae",urease,-
140544,CSLC115,"CECT 9168, LMG 29734",1,"Mesorhizobium helmanticense",urease,+
133271,,"MAFF 303099, LMG 29417, CECT 9101",1,"Mesorhizobium japonicum",urease,+
130532,,"DSM 29667, CCBAU 33460, CGMCC 1.12097, HAMBI 3277, LMG 26793",1,"Mesorhizobium qingshengii",urease,+
159737,,"CECT 9305, LMG 30060, BSA 136",1,"Mesorhizobium sanjuanii",urease,+
133222,,"YIM M12096, CCTCC AB 2014219, KCTC 42205",1,"Mesorhizobium sediminum",urease,-
158441,4NBBH2,"DSM 106860, JCM 32464",1,"Mesosutterella multiformis",urease,-
134120,PM1,"ATCC BAA 1232, LMG 22953",1,"Methylibium petroleiphilum",urease,+
133349,,"Z, VKM B-3037, JCM 31401, CCUG 68999",1,"Methylobacillus methanolivorans",urease,+
7236,F31,"DSM 16019, NCIMB 13994, VKM B-2247",1,"Methylobacillus pratensis",urease,+
7180,AR27,"DSM 17169, CCM 7305, CECT 7069",1,"Methylobacterium adhaesivum",urease,+
7176,GR16,"DSM 16371, CCM 7218, CECT 5998, CIP 108333",1,"Methylobacterium aquaticum",urease,+
24174,99b,"DSM 24105, NBRC 107710",1,"Methylobacterium brachythecii",urease,+
7197,"C15, C20oh1-15","DSM 23679, CCM 7788, CCUG 60040",1,"Methylobacterium cerastii",urease,+
159850,PR1016A,"KACC 19662, JCM 32670",1,"Methylobacterium currus",urease,+
158776,IER25-16,"KACC 19280, JCM 32048",1,"Methylobacterium frigidaeris",urease,+
7200,23e,"DSM 24027, NBRC 107716",1,"Methylobacterium gnaphalii",urease,+
133689,Gh-105,"CCM 7572, NRRL B-51692",1,"Methylobacterium gossipiicola",urease,+
7175,GP34,"DSM 16372, CCM 7219, CECT 5997, CIP 108332",1,"Methylobacterium hispanicum",urease,+
7179,AR24,"DSM 17168, CCM 7304, CECT 7068",1,"Methylobacterium isbiliense",urease,+
134213,S2R03-9,"KCTC 12671, LMG 23639",1,"Methylobacterium jeotgali",urease,+
7193,JT1,"DSM 21328, CCUG 56108",1,"Methylobacterium marchantiae",urease,+
133674,,"CNCMI 2342, LMG 21967, ORS 2060",1,"Methylobacterium nodulans",urease,+
7192,"CBMB27, EF 126746","DSM 19779, KACC 11716, LMG 24361",1,"Methylobacterium phyllosphaerae",urease,+
24173,N4211,"DSM 25844, KCTC 23615",1,"Methylobacterium tarhaniae",urease,+
133947,C34,"LMG 25777, CCM 7787",1,"Methylobacterium thuringiense",urease,+
133946,TA73,"LMG 25778, CCM 7786",1,"Methylobacterium trifolii",urease,+
7178,GR3,"DSM 16961, CCM 7281, CECT 7045",1,"Methylobacterium variabile",urease,+
11908,MPL,"DSM 24656, MCC 1002, VKM B-2684",1,"Methylophaga lonarensis",urease,+
7240,B,"DSM 5898, CCUG 59685, VKM B-1607",1,"Methylophilus glucosoxydans",urease,+
133517,CBMB127,"KACC 13099, NCCB 100233",1,"Methylophilus rhizosphaerae",urease,+
23093,MUSA,"DSM 24986, CCUG 61696, VKM B-2646",1,"Methylopila musalis",urease,+
134237,MR,"CGMCC 1.6474, NCCB 100140",1,"Methylorubrum salsuginis",urease,+
23100,301,"DSM 24635, JCM 17579, VKM B-2679",1,"Methylotenera versatilis",urease,+
141142,M48,"KEMB 224-262, JCM 30821",1,"Methyloterrigena soli",urease,-
158383,"SYSU D8007","DSM 104474, CGMCC 1.15794, KCTC 39990",1,"Microbacterium album",urease,-
133183,,"JF-6, MTCC 11843, JCM 30060, KCTC 39828",1,"Microbacterium aureliae",urease,-
158586,"SYSU D8014","CPCC 204619, KCTC 39991",1,"Microbacterium deserti",urease,-
132664,RZ63,"DSM 27101, CECT 8355",1,"Microbacterium diaminobutyricum",urease,+
7455,,"DSM 24823, JCM 15516, KCTC 19526, DCY 37",1,"Microbacterium ginsengiterrae",urease,+
158442,,"DSM 106431, CGMCC 1.16264, YJYP 303, KCTC 49100",1,"Microbacterium halophytorum",urease,+
23104,ViU22,"DSM 25044, ATCC BAA 2396, CCUG 62198, CIP 110791, NBRC 110788",1,"Microbacterium lemovicicum",urease,+
7433,SC-087B,"DSM 19459, CCUG 54537, JCM 15576",1,"Microbacterium luticocti",urease,+
7425,TNJL143-2,"DSM 17277, ATCC BAA 1032, CIP 108753, JCM 12611",1,"Microbacterium natoriense",urease,+
7427,US15,"DSM 16915, KCTC 19080",1,"Microbacterium paludicola",urease,+
140585,T7528-3-6b,"JCM 28836, NCIMB 15039",1,"Microbacterium tumbae",urease,-
133404,HSF11,"KCTC 52363, MCCC 1K03192",1,"Microbaculum marinum",urease,+
159813,RTBAU4-9,"TBRC 7648, NBRC 113147",1,"Microbispora soli",urease,+
159804,NEAU-HRDPA2-9,"CGMCC 4.7399, DSM 104649",1,"Microbispora triticiradicis",urease,+
7761,,"DSM 23974, LMG 26183, WS 4601",1,"Micrococcus cohnii",urease,+
7673,,"CCUG 5858, ATCC 15307, DSM 20030, ATCC 4698, CCM 169, NCIB 9278, NCTC 2665, WDCM 00111",1,"Micrococcus luteus",urease,+
7748,"JL 178","DSM 20315, ATCC 27566, CCM 2693, CCUG 33027, NCTC 11037",1,"Micrococcus lylae",urease,-
132512,7515T-26,"DSM 27139, KACC 17306",1,"Microlunatus aerolatus",urease,-
132342,S3Af-1,"DSM 100019, CGMCC 4.7306",1,"Microlunatus endophyticus",urease,-
24346,W6,"DSM 27985, CGMCC 4.6856, JCM 17701",1,"Microlunatus flavus",urease,+
12616,"FA2, M2_8","DSM 21742, NBRC 104964, KY 13138",1,"Microlunatus lucidus",urease,+
12618,"FB1, O4_4","DSM 21744, NBRC 104966, KY 13159",1,"Microlunatus okinawensis",urease,+
12619,"FB2, S20_27","DSM 21743, NBRC 104965, KY 13154",1,"Microlunatus sagamiharensis",urease,+
7985,,"DSM 44830, LMG 22229, NBRC 101890, NRRL B-24769, WA 201",1,"Micromonospora mirobrigensis",urease,+
133064,NEAU-JXY5,"DSM 103125, CGMCC 4.7347",1,"Micromonospora parathelypteridis",urease,+
7344,PON10,"DSM 22300, LMG 24222, MTCC 9128, CCUG 55700, JCM 15132",1,"Microterricola pindariensis",urease,+
133490,25B,"CGMCC 1.7666, JCM 15710",1,"Microvirga guangxiensis",urease,+
131253,,"DSM 28906, HAMBI 3237",1,"Microvirga lotononidis",urease,+
133752,Lut6,"LMG 26460, HAMBI 3236",1,"Microvirga lupini",urease,+
133326,,"V5/3M, LMG 29787, RCAM 02728",1,"Microvirga ossetica",urease,+
131254,,"DSM 28907, CB 1298, HAMBI 3238, LMG 26454, WSM 3693",1,"Microvirga zambiensis",urease,+
10626,J81,"DSM 44463, CIP 109234, NRRL B-24424",1,"Millisia brevis",urease,+
158764,HZ7,"JCM 31671, CCTCC AB 2014353",1,"Mitsuaria noduli",urease,-
140308,,"DSM 27611, CCTCC AB 2013229, YIM 101593",1,"Mobilicoccus caccae",urease,-
5831,CP153-2,"DSM 16678, ATCC BAA 1040, CIP 109814, JCM 15578",1,"Modestobacter versicolor",urease,+
132419,"YIM 4-4","DSM 27929, CCTCC AB 2012966",0,"Mongoliibacter ruber",urease,+
158306,14,"DSM 104782, JCM 31914",1,"Monoglobus pectinilyticus",urease,-
133346,,"YH6, KCTC 42594, MCCC 1H00122",1,"Motilimonas eburnea",urease,-
158597,TAPP7,"BCRC 80976, LMG 29556, KCTC 52238",1,"Mucilaginibacter amnicola",urease,-
133251,,"S14-88, CCTCC AB 2015321, KCTC 52232",1,"Mucilaginibacter antarcticus",urease,-
140863,PR0008K,"KACC 17938, NBRC 111539",1,"Mucilaginibacter carri",urease,-
140683,N60A,"KCTC 52404, NRRL B-65396",1,"Mucilaginibacter craterilacus",urease,-
133441,,"KCTC 12639, LMG 23488, Jip 10",1,"Mucilaginibacter daejeonensis",urease,+
133196,,"TTM-2, BCRC 80785, LMG 28455, KCTC 42274",1,"Mucilaginibacter fluminis",urease,-
140568,PP-F2F-G47,"CCM 8711, CIP 111182, LMG 29767, DSM 103633",1,"Mucilaginibacter galii",urease,-
158582,BXN5-31,"KACC 14957, JCM 17085",1,"Mucilaginibacter panaciglaebae",urease,-
133142,,"TBZ30, KCTC 42833, CCTCC AB 2015301",1,"Mucilaginibacter pedocola",urease,-
133144,PP-F2F-G21,"DSM 100995, CCM 8625, CIP 110921, LMG 29118",1,"Mucilaginibacter phyllosphaerae",urease,-
140514,,"KCTC 12641, LMG 23495, Gsoil 032",1,"Mucilaginibacter pocheonensis",urease,+
133386,NH7-4,"JCM 30607, CGMCC 1.14937",1,"Mucilaginibacter psychrotolerans",urease,-
140897,TTM-1,"LMG 28454, KCTC 42273",1,"Mucilaginibacter roseus",urease,-
140679,EF23,"CGMCC 1.15913, KCTC 52516",1,"Mucilaginibacter rubeus",urease,-
140778,,"LMG 29437, CCM 8645",1,"Mucilaginibacter terrae",urease,-
132970,yx-36,"DSM 26809, CCTCC AB 2012880",1,"Mucilaginibacter yixingensis",urease,-
158733,3PC125-7,"MCCC 1A03198, KCTC 52318",1,"Muricauda indica",urease,-
159871,L2,"CCTCC AB 2017193, KCTC 62196",1,"Muricauda iocasae",urease,-
24030,12C25,"DSM 25030, CGMCC 1.11028, MCCC 1F01096",1,"Muricauda zhangzhouensis",urease,+
140847,B1-EB,"JCM 30646, LMG 28693, NBRC 110909",1,"Mycoavidus cysteinexigens",urease,-
131575,"TB 1906","DSM 45230, CCUG 56586",1,"Mycobacterium alsense",urease,-
140371,RW6,"DSM 104277, CIP 111198",1,"Mycobacterium aquaticum",urease,-
24237,,"DSM 45768, JCM 18538, YIM 121001",1,"Mycobacterium arabiense",urease,+
132615,"269, ParisRGMnew_3","DSM 46715, CIP 110654",1,"Mycobacterium arcueilense",urease,+
8519,"MF-657, W5998","DSM 44677, ATCC 49935, CCUG 47580, CIP 107829",1,"Mycobacterium boenickei",urease,+
8521,"MF-614, W6743","DSM 44680, ATCC 49938, CCUG 47584, CIP 107830",1,"Mycobacterium brisbanense",urease,+
158425,,"DSM 105360, TBL 1200985, ATCC TSD-117",1,"Mycobacterium decipiens",urease,-
140369,X82,"DSM 44358, CECT 8775",1,"Mycobacterium eburneum",urease,+
8534,FI-93171,"DSM 44852, CIP 108409, CCUG 50992",1,"Mycobacterium florentinum",urease,+
158264,PB739,"DSM 104744, CIP 111318",1,"Mycobacterium grossiae",urease,+
131823,"MF-89, W5198","DSM 44676, ATCC 49403, CDC 80-719, CCUG 47581",1,"Mycobacterium houstonense",urease,+
8347,M05,"DSM 45541, CCUG 62053, JCM 17461",1,"Mycobacterium iranicum",urease,+
158795,,"CIP 110823T, ATCC BAA 2758, GPK 1020",1,"Mycobacterium komaniense",urease,+
158311,,"CECT 9646, DSM 107316, NCTC 11659",1,"Mycobacterium kyogaense",urease,+
8339,40,"DSM 43219, CECT 8763, SN 1900",1,"Mycobacterium lehmannii",urease,+
8588,F4,"DSM 45785, CGMCC 4.5724, JCM 17423",1,"Mycobacterium litorale",urease,+
132613,"071, ParisRGMnew_1","DSM 46713, CIP 110656",1,"Mycobacterium lutetiense",urease,+
133382,,"ATCC BAA 2759, CIP 110822, WCM 7299",1,"Mycobacterium malmesburyense",urease,+
8583,"04-1474, NLA000401474","DSM 45255, CIP 109863",1,"Mycobacterium mantenii",urease,+
132614,"196, ParisRGMnew_2","DSM 46714, CIP 110655",1,"Mycobacterium montmartrense",urease,-
8246,2409,"DSM 43532, CECT 8766, SN 1904",1,"Mycobacterium neumannii",urease,+
8520,"MF-465, W6705","CCUG 47582, CIP 107827, CIP 105354, DSM 44679, ATCC 49404, CDC 87-1098",1,"Mycobacterium neworleansense",urease,+
133186,,"JC290, KCTC 39560, LMG 28809",1,"Mycobacterium oryzae",urease,+
